ocnt_batch	ammonium_fluoride_area	ammonium_formate_area
OCNT-2308538-AA-004	37616.5	9578.5
OCNT-2312376-AA-004	75310.5	25804
OCNT-2309817-AA-004	168315	160371.5
OCNT-2312696-AA-004	374321.5	170424.5
OCNT-2311416-AA-004	20026.5	6035.5
OCNT-2308858-AA-004	39654	17536
OCNT-2310137-AA-004	414397.5	116260.5
OCNT-2311112-AA-004	307591	187563.5
OCNT-2308554-AA-004	55431	17130
OCNT-2312392-AA-004	7617	970.5
OCNT-2309833-AA-004	75775	16223
OCNT-2312712-AA-004	5552.5	1130
OCNT-2308874-AA-004	73384	26490.5
OCNT-2311432-AA-004	15901.5	6464.5
OCNT-2310153-AA-004	3604	291
OCNT-2309849-AA-004	1216	124
OCNT-2308570-AA-004	12975	2366
OCNT-2312408-AA-004	54136.5	20133.5
OCNT-2311128-AA-004	37429.5	6664.5
OCNT-2310169-AA-004	1647	303
OCNT-2311448-AA-004	128199.5	185824.5
OCNT-2308890-AA-004	51165.5	7313
OCNT-2312728-AA-004	37238	56909
OCNT-2309865-AA-004	142894	46544
OCNT-2312424-AA-004	123701.5	31387.5
OCNT-2311144-AA-004	79340	22379.5
OCNT-2310185-AA-004	79096	29593
OCNT-2308906-AA-004	17720.5	3759.5
OCNT-2312744-AA-004	153	0
OCNT-2311464-AA-004	35539.5	16627.5
OCNT-2311160-AA-004	32853	7232
OCNT-2308602-AA-004	111290.5	7929.5
OCNT-2312440-AA-004	94862.5	69695
OCNT-2309881-AA-004	63230.5	19738
OCNT-2312760-AA-004	132571	90957.5
OCNT-2308922-AA-004	129212.5	100764
OCNT-2311480-AA-004	34777.5	15106.5
OCNT-2310201-AA-004	82662.5	27535
OCNT-2309897-AA-004	9684	6329
OCNT-2308618-AA-004	38725	17452
OCNT-2311176-AA-004	13303	7251
OCNT-2312456-AA-004	188941.5	76321.5
OCNT-2311496-AA-004	10673	890.5
OCNT-2308938-AA-004	9886.5	1613.5
OCNT-2310217-AA-004	26337.5	7543
OCNT-2312776-AA-004	114305.5	31646.5
OCNT-2312472-AA-004	269939	134548.5
OCNT-2309913-AA-004	83513	36775.5
OCNT-2311192-AA-004	550359.5	300421
OCNT-2308634-AA-004	77339	45677.5
OCNT-2308954-AA-004	6974.5	781.5
OCNT-2311512-AA-004	232470.5	160184.5
OCNT-2312792-AA-004	245458	79916
OCNT-2310233-AA-004	81601.5	28804
OCNT-2311208-AA-004	70782.5	3709.5
OCNT-2308650-AA-004	33649	10398.5
OCNT-2309929-AA-004	23620.5	8420
OCNT-2312488-AA-004	36404.5	9936
OCNT-2311528-AA-004	9433.5	2948.5
OCNT-2312808-AA-004	193960	124076
OCNT-2308970-AA-004	25390	8001
OCNT-2310249-AA-004	7092	1588.5
OCNT-2308666-AA-004	270655.5	162924
OCNT-2312504-AA-004	7774.5	2068.5
OCNT-2311224-AA-004	6687.5	2352
OCNT-2309945-AA-004	144677.5	30886
OCNT-2312824-AA-004	18417	6112
OCNT-2311544-AA-004	77101	16667.5
OCNT-2310265-AA-004	126851.5	34384
OCNT-2308986-AA-004	3847.5	1522.5
OCNT-2311240-AA-004	14961.5	3594
OCNT-2308682-AA-004	28005	7586
OCNT-2309961-AA-004	14631	3902.5
OCNT-2312520-AA-004	96194.5	52402
OCNT-2310281-AA-004	12817	3692.5
OCNT-2312840-AA-004	24873	7379.5
OCNT-2311560-AA-004	32602	14279
OCNT-2309002-AA-004	15108.5	7088
OCNT-2311256-AA-004	2543.5	1066.5
OCNT-2308698-AA-004	40956.5	18388
OCNT-2312536-AA-004	14149.5	4171.5
OCNT-2309977-AA-004	16386	5635.5
OCNT-2312856-AA-004	20812	6514.5
OCNT-2311576-AA-004	5980	333.5
OCNT-2309018-AA-004	115616	68839
OCNT-2310297-AA-004	111165.5	23197
OCNT-2312552-AA-004	109989	24060
OCNT-2311272-AA-004	120685	74103
OCNT-2309993-AA-004	30340.5	10472.5
OCNT-2308714-AA-004	2044	281
OCNT-2310313-AA-004	89311	33894
OCNT-2311592-AA-004	22019.5	6053
OCNT-2312872-AA-004	14352.5	4379.5
OCNT-2309034-AA-004	66493.5	18283.5
OCNT-2308730-AA-004	131013	101459.5
OCNT-2312568-AA-004	43281.5	6926.5
OCNT-2311288-AA-004	190950.5	23943
OCNT-2310009-AA-004	26807.5	18987
OCNT-2308645-AA-004	22323	10385
OCNT-2311595-AA-004	23602.5	6557.5
OCNT-2311608-AA-004	13553.5	2455
OCNT-2310329-AA-004	4815	1225.5
OCNT-2309050-AA-004	114801.5	28574
OCNT-2312888-AA-004	8823	2751.5
OCNT-2312584-AA-004	10247	433.5
OCNT-2311304-AA-004	115064	46530
OCNT-2308746-AA-004	1819	319.5
OCNT-2310025-AA-004	53123	16616
OCNT-2311624-AA-004	127174	32637.5
OCNT-2309066-AA-004	35439.5	11292.5
OCNT-2312904-AA-004	9668	2482
OCNT-2310345-AA-004	27118	4647
OCNT-2312600-AA-004	194605	79409
OCNT-2308762-AA-004	3956.5	1265.5
OCNT-2311320-AA-004	84351.5	29428
OCNT-2310041-AA-004	113326.5	38614.5
OCNT-2311640-AA-004	140408	60589.5
OCNT-2310361-AA-004	107975	21272
OCNT-2312920-AA-004	16193.5	6281
OCNT-2309082-AA-004	719.5	94
OCNT-2309737-AA-004	56544.5	23859.5
OCNT-2312296-AA-004	61334.5	6690
OCNT-2308459-AA-004	87370.5	30716.5
OCNT-2311016-AA-004	13454	5597.5
OCNT-2312616-AA-004	127560.5	52328.5
OCNT-2310057-AA-004	3207	37
OCNT-2308778-AA-004	14534	3331.5
OCNT-2311336-AA-004	236479.5	82082.5
OCNT-2308474-AA-004	185958	24149
OCNT-2312312-AA-004	185345.5	80217.5
OCNT-2309753-AA-004	63125	24832
OCNT-2311032-AA-004	481835	319762
OCNT-2311352-AA-004	262486	91460.5
OCNT-2308794-AA-004	102055.5	61404
OCNT-2312632-AA-004	45185.5	18063.5
OCNT-2310073-AA-004	51006.5	16953
OCNT-2309769-AA-004	54065.5	9773.5
OCNT-2312328-AA-004	23529	9221
OCNT-2308490-AA-004	9136	3458.5
OCNT-2311048-AA-004	280389	173015
OCNT-2310102-AA-004	7459.5	1575
OCNT-2311381-AA-004	443916	247887.5
OCNT-2312661-AA-004	42166.5	26389
OCNT-2309798-AA-004	336380	205285
OCNT-2308519-AA-004	54885	13109
OCNT-2312357-AA-004	91825	30906
OCNT-2311077-AA-004	1995	366.5
OCNT-2311397-AA-004	17481.5	7475.5
OCNT-2308839-AA-004	112210.5	26058
OCNT-2310118-AA-004	5781	1636
OCNT-2312677-AA-004	194738.5	106169.5
OCNT-2311093-AA-004	616	0
OCNT-2309814-AA-004	13648	2810
OCNT-2308535-AA-004	9044.5	4129.5
OCNT-2312373-AA-004	158802	58113.5
OCNT-2311413-AA-004	117265.5	35945.5
OCNT-2310134-AA-004	6544	874.5
OCNT-2312693-AA-004	30124	11021.5
OCNT-2308855-AA-004	32616.5	33620
OCNT-2312389-AA-004	129973.5	36656.5
OCNT-2309830-AA-004	8645	2673.5
OCNT-2311109-AA-004	78527.5	16284.5
OCNT-2311429-AA-004	21297.5	4586
OCNT-2308871-AA-004	144760	67570.5
OCNT-2312709-AA-004	10025.5	1743
OCNT-2310150-AA-004	107954	25483
OCNT-2311125-AA-004	5088	1413
OCNT-2308567-AA-004	92757	147130
OCNT-2312405-AA-004	187031	100880
OCNT-2309846-AA-004	121541.5	73950.5
OCNT-2308887-AA-004	30319.5	9797.5
OCNT-2312725-AA-004	28247	5992
OCNT-2311445-AA-004	21082	11146
OCNT-2310166-AA-004	15172.5	2249.5
OCNT-2308583-AA-004	4967	1446
OCNT-2312421-AA-004	22448.5	4770
OCNT-2309862-AA-004	6998	2404
OCNT-2311141-AA-004	148259	57038.5
OCNT-2310182-AA-004	4992	2586
OCNT-2312741-AA-004	260467	174020
OCNT-2308903-AA-004	153210	90275
OCNT-2311461-AA-004	12221.5	4031.5
OCNT-2312437-AA-004	22728.5	7792
OCNT-2311157-AA-004	19054	7786
OCNT-2309878-AA-004	3881	2684.5
OCNT-2308599-AA-004	21292	6683.5
OCNT-2310198-AA-004	23457.5	8137
OCNT-2308919-AA-004	93424	33079
OCNT-2312757-AA-004	99840	38722
OCNT-2311477-AA-004	76843.5	60826.5
OCNT-2308615-AA-004	21366.5	12846.5
OCNT-2309894-AA-004	51868	8363.5
OCNT-2311173-AA-004	57338	17803
OCNT-2312453-AA-004	14169	6428.5
OCNT-2311493-AA-004	132136.5	27212.5
OCNT-2308935-AA-004	13956.5	2796
OCNT-2310214-AA-004	10644.5	2499.5
OCNT-2312773-AA-004	107490.5	29565.5
OCNT-2308631-AA-004	30695	6501.5
OCNT-2309910-AA-004	52321	44062.5
OCNT-2312469-AA-004	328807	212844
OCNT-2311189-AA-004	7031.5	2053
OCNT-2308951-AA-004	13394.5	3831.5
OCNT-2312789-AA-004	113398.5	55923.5
OCNT-2311509-AA-004	19822	7718
OCNT-2310230-AA-004	513504.5	331698
OCNT-2311205-AA-004	30411	10082.5
OCNT-2309926-AA-004	73047.5	113715.5
OCNT-2308647-AA-004	17490	25088
OCNT-2312485-AA-004	223652	99062.5
OCNT-2308967-AA-004	6508	1711
OCNT-2311525-AA-004	122081.5	110387
OCNT-2312805-AA-004	70226	25284.5
OCNT-2308663-AA-004	55167	49390
OCNT-2312501-AA-004	67596.5	13160
OCNT-2311221-AA-004	22310	7560.5
OCNT-2309942-AA-004	35803	26693.5
OCNT-2310262-AA-004	15241.5	5799
OCNT-2311541-AA-004	109657.5	19277
OCNT-2312821-AA-004	11423	5105
OCNT-2308983-AA-004	39167	24344
OCNT-2308679-AA-004	60208.5	18489
OCNT-2309958-AA-004	59061	21849
OCNT-2312517-AA-004	51724	10612.5
OCNT-2311237-AA-004	72573.5	31365.5
OCNT-2308999-AA-004	84791.5	49038.5
OCNT-2311557-AA-004	17064	8064.5
OCNT-2312837-AA-004	5507.5	2349.5
OCNT-2310278-AA-004	160503	77702.5
OCNT-2312533-AA-004	134214	76650
OCNT-2309974-AA-004	23341.5	17101.5
OCNT-2311253-AA-004	65481	32598.5
OCNT-2312853-AA-004	77681	35111.5
OCNT-2311573-AA-004	48884.5	13856.5
OCNT-2310294-AA-004	50932.5	12890
OCNT-2309015-AA-004	2345	587.5
OCNT-2311269-AA-004	52546.5	31561
OCNT-2308711-AA-004	25770	5990.5
OCNT-2309990-AA-004	25560.5	8301
OCNT-2312549-AA-004	1460.5	212
OCNT-2312869-AA-004	63471	39805
OCNT-2309031-AA-004	48876.5	13740.5
OCNT-2310310-AA-004	154628.5	144433.5
OCNT-2311589-AA-004	244736	165863
OCNT-2310006-AA-004	162129.5	38384.5
OCNT-2311285-AA-004	69097.5	29832
OCNT-2312565-AA-004	28835.5	16948.5
OCNT-2311605-AA-004	20227.5	9015.5
OCNT-2310326-AA-004	87023.5	30001.5
OCNT-2309047-AA-004	9039.5	2540.5
OCNT-2312885-AA-004	18901.5	9677.5
OCNT-2311301-AA-004	22550.5	5401
OCNT-2312581-AA-004	18752	4532.5
OCNT-2308743-AA-004	26234	4571
OCNT-2310022-AA-004	221	103
OCNT-2309762-AA-004	72592.5	30609
OCNT-2308897-AA-004	224115.5	95892
OCNT-2308741-AA-004	14965.5	2904
OCNT-2311621-AA-004	263755.5	116583
OCNT-2310342-AA-004	276917.5	182911.5
OCNT-2309063-AA-004	25553.5	6568.5
OCNT-2312901-AA-004	13406.5	3604.5
OCNT-2308759-AA-004	151145	57799
OCNT-2312597-AA-004	112181	45841.5
OCNT-2310038-AA-004	31419.5	12190.5
OCNT-2311317-AA-004	27148.5	9152.5
OCNT-2309079-AA-004	69809.5	25122
OCNT-2312917-AA-004	201908.5	119190
OCNT-2310358-AA-004	50959.5	34571.5
OCNT-2311637-AA-004	2888.5	205
OCNT-2312613-AA-004	38302	5555
OCNT-2308775-AA-004	19483	5086.5
OCNT-2311333-AA-004	11198	3432.5
OCNT-2310054-AA-004	17237	4219.5
OCNT-2310374-AA-004	26179.5	9959.5
OCNT-2312933-AA-004	71887	11999.5
OCNT-2311653-AA-004	136269	77094.5
OCNT-2309095-AA-004	207129.5	63655
OCNT-2308471-AA-004	16093.5	5581
OCNT-2312309-AA-004	15806.5	3464
OCNT-2311029-AA-004	238506	142528.5
OCNT-2309750-AA-004	263132	186643
OCNT-2310070-AA-004	34194.5	3702
OCNT-2308791-AA-004	37807	7939.5
OCNT-2312629-AA-004	34260	3412.5
OCNT-2311349-AA-004	19051.5	3122.5
OCNT-2312325-AA-004	108646	32472.5
OCNT-2308487-AA-004	55440	16567
OCNT-2311045-AA-004	7137.5	2950
OCNT-2309766-AA-004	4709	951.5
OCNT-2311365-AA-004	15623.5	4073.5
OCNT-2310086-AA-004	87743	16355
OCNT-2312645-AA-004	12104	6119.5
OCNT-2308807-AA-004	210274	76883.5
OCNT-2309782-AA-004	20042	8941
OCNT-2311061-AA-004	280286.5	159276
OCNT-2308503-AA-004	65362.5	32017
OCNT-2312341-AA-004	8717.5	2870.5
OCNT-2310741-AA-004	21806	9175
OCNT-2309463-AA-004	5763	1012.5
OCNT-2313301-AA-004	21912.5	5336.5
OCNT-2312021-AA-004	177478	58002
OCNT-2311717-AA-004	2282	865
OCNT-2309159-AA-004	23710.5	4739
OCNT-2310437-AA-004	223000.5	90021.5
OCNT-2312997-AA-004	37112	11026.5
OCNT-2310757-AA-004	125321.5	79101.5
OCNT-2312037-AA-004	16141.5	2914.5
OCNT-2313317-AA-004	36650	16843.5
OCNT-2309479-AA-004	22405	5895
OCNT-2311733-AA-004	13830.5	2147
OCNT-2309175-AA-004	37254	14816
OCNT-2313013-AA-004	9243	2005
OCNT-2310453-AA-004	4446	1907
OCNT-2313333-AA-004	8582.5	4102
OCNT-2312053-AA-004	19836	4998.5
OCNT-2309495-AA-004	226290.5	168909
OCNT-2310773-AA-004	24197.5	6850.5
OCNT-2313029-AA-004	175536	113867
OCNT-2311749-AA-004	6824	2159
OCNT-2310469-AA-004	85186	41503
OCNT-2309191-AA-004	117506	36245
OCNT-2309511-AA-004	190601.5	203379
OCNT-2310789-AA-004	33299	19190.5
OCNT-2313349-AA-004	1269.5	511
OCNT-2312069-AA-004	168454.5	73793
OCNT-2310485-AA-004	8902	1874.5
OCNT-2313045-AA-004	61687.5	40162.5
OCNT-2309207-AA-004	38430.5	19197
OCNT-2311765-AA-004	139452	73813
OCNT-2310805-AA-004	37458.5	16825
OCNT-2313365-AA-004	43174	16467
OCNT-2312085-AA-004	75577	23535.5
OCNT-2309527-AA-004	10733	6936.5
OCNT-2310501-AA-004	126653	51019.5
OCNT-2313061-AA-004	142214.5	54118.5
OCNT-2309223-AA-004	34246.5	8581.5
OCNT-2311781-AA-004	38305	12394
OCNT-2309543-AA-004	56444.5	19469
OCNT-2313381-AA-004	339456	198282
OCNT-2312101-AA-004	16988.5	5251
OCNT-2310821-AA-004	582	0
OCNT-2313077-AA-004	55547	38061
OCNT-2310517-AA-004	22744.5	10602.5
OCNT-2311797-AA-004	3567	356
OCNT-2309559-AA-004	124212	67149.5
OCNT-2312117-AA-004	33854.5	13732
OCNT-2313397-AA-004	159918.5	86340.5
OCNT-2310837-AA-004	425746.5	286706
OCNT-2311813-AA-004	9301	2616.5
OCNT-2310533-AA-004	245420	89728
OCNT-2313093-AA-004	253914.5	150827.5
OCNT-2309255-AA-004	19410.5	9268.5
OCNT-2313413-AA-004	66682.5	27136
OCNT-2309575-AA-004	37124	13187.5
OCNT-2312133-AA-004	30130.5	13850
OCNT-2310853-AA-004	235998	126817.5
OCNT-2311829-AA-004	46117	15524
OCNT-2310549-AA-004	79865	14970
OCNT-2309271-AA-004	9560.5	2422
OCNT-2313109-AA-004	144665.5	115930.5
OCNT-2313429-AA-004	4725.5	1303
OCNT-2310869-AA-004	25208.5	6634.5
OCNT-2312149-AA-004	23298	8192.5
OCNT-2309591-AA-004	163239.5	87171.5
OCNT-2309287-AA-004	9519	3757.5
OCNT-2311845-AA-004	136001	98529
OCNT-2313125-AA-004	12612	4185.5
OCNT-2310565-AA-004	67941	21910.5
OCNT-2309607-AA-004	22660	3801.5
OCNT-2313445-AA-004	21126.5	676.5
OCNT-2312165-AA-004	26491.5	8397.5
OCNT-2310885-AA-004	158469.5	117569.5
OCNT-2313141-AA-004	118593	69841.5
OCNT-2310581-AA-004	217819.5	130417
OCNT-2311861-AA-004	20542	4288
OCNT-2309303-AA-004	189674	179041.5
OCNT-2310901-AA-004	53706	12233.5
OCNT-2312181-AA-004	1850	334.5
OCNT-2309623-AA-004	64292.5	17584
OCNT-2313461-AA-004	30617.5	12776
OCNT-2309319-AA-004	37123	12139
OCNT-2313157-AA-004	460041.5	222534.5
OCNT-2311877-AA-004	49192	31164.5
OCNT-2310597-AA-004	6436	3292
OCNT-2309639-AA-004	85818.5	17981.5
OCNT-2313477-AA-004	49151	29835
OCNT-2312197-AA-004	10651	2183
OCNT-2310917-AA-004	22116.5	4251
OCNT-2311893-AA-004	58183	9863
OCNT-2309335-AA-004	8001	2214.5
OCNT-2310613-AA-004	141076	107749
OCNT-2313173-AA-004	43910.5	11933.5
OCNT-2312213-AA-004	111410.5	87717
OCNT-2313493-AA-004	11660.5	5991
OCNT-2309655-AA-004	351428	217264.5
OCNT-2310933-AA-004	208633	97804
OCNT-2313189-AA-004	29519.5	8954
OCNT-2310629-AA-004	47990	23863
OCNT-2311909-AA-004	275576	213447
OCNT-2312229-AA-004	115136.5	47759
OCNT-2310949-AA-004	325313.5	235338.5
OCNT-2313508-AA-004	32447.5	7649.5
OCNT-2309671-AA-004	14218.5	2658
OCNT-2309367-AA-004	96614.5	17604.5
OCNT-2310645-AA-004	15904.5	5047
OCNT-2313205-AA-004	7282.5	1699.5
OCNT-2311925-AA-004	23768.5	3754.5
OCNT-2313524-AA-004	10583.5	2318.5
OCNT-2310965-AA-004	200654	138515
OCNT-2312245-AA-004	133413.5	20674
OCNT-2309686-AA-004	4955.5	1478.5
OCNT-2309383-AA-004	4840.5	1658
OCNT-2313221-AA-004	231025	155565.5
OCNT-2310661-AA-004	494654	254125
OCNT-2311941-AA-004	76250.5	31479
OCNT-2308771-AA-004	17717	3560.5
OCNT-2308963-AA-004	117266.5	69779
OCNT-2312257-AA-004	185041.5	46597
OCNT-2310981-AA-004	35289.5	11884
OCNT-2312261-AA-004	5215	722.5
OCNT-2313540-AA-004	2905	244
OCNT-2309702-AA-004	145129	85639.5
OCNT-2309399-AA-004	77827	40911
OCNT-2313237-AA-004	111876	58031
OCNT-2310677-AA-004	20085.5	2980
OCNT-2311957-AA-004	40645.5	20522
OCNT-2309718-AA-004	26605.5	7176.5
OCNT-2313556-AA-004	75464	36861.5
OCNT-2312277-AA-004	6890.5	2548.5
OCNT-2310997-AA-004	115263.5	103143
OCNT-2313253-AA-004	49887	28437
OCNT-2310693-AA-004	19484.5	7489
OCNT-2309415-AA-004	165039	46475.5
OCNT-2311973-AA-004	30379.5	10689.5
OCNT-2311013-AA-004	1420	101
OCNT-2312293-AA-004	4721	874
OCNT-2313572-AA-004	123425	63851
OCNT-2309734-AA-004	102345	26481.5
OCNT-2312949-AA-004	62528	4321
OCNT-2311669-AA-004	135611	74742.5
OCNT-2309111-AA-004	501729.5	282251.5
OCNT-2310389-AA-004	57650	23881.5
OCNT-2311989-AA-004	36844.5	5140
OCNT-2310709-AA-004	20163.5	13408.5
OCNT-2313269-AA-004	112096.5	22165
OCNT-2309431-AA-004	132689	25366.5
OCNT-2309127-AA-004	51375	19786.5
OCNT-2310405-AA-004	15177.5	10971
OCNT-2312965-AA-004	173085	171349.5
OCNT-2311685-AA-004	528.5	0
OCNT-2309447-AA-004	2793.5	745.5
OCNT-2313285-AA-004	25205.5	12256
OCNT-2310725-AA-004	27649	8408.5
OCNT-2312005-AA-004	44346	13498
OCNT-2309143-AA-004	33178.5	14020
OCNT-2311701-AA-004	119290.5	56368.5
OCNT-2310421-AA-004	18639	7051
OCNT-2312981-AA-004	17215.5	7314.5
OCNT-2312662-AA-004	108015.5	58380
OCNT-2311382-AA-004	52251.5	15401.5
OCNT-2310103-AA-004	10837.5	2620.5
OCNT-2308824-AA-004	117633.5	21099.5
OCNT-2308520-AA-004	269832	107084
OCNT-2312358-AA-004	16147	3371.5
OCNT-2311078-AA-004	51937	16605
OCNT-2309799-AA-004	29460	23825
OCNT-2308840-AA-004	42896	15696.5
OCNT-2310119-AA-004	57679.5	9991
OCNT-2312678-AA-004	227397	81533
OCNT-2311398-AA-004	13349	2226
OCNT-2312374-AA-004	38909.5	12248
OCNT-2311094-AA-004	169786.5	114100.5
OCNT-2309815-AA-004	100403	41330
OCNT-2308536-AA-004	3498	253
OCNT-2311414-AA-004	313497	120761
OCNT-2312694-AA-004	30240.5	20413.5
OCNT-2310135-AA-004	130682.5	80745.5
OCNT-2308856-AA-004	47299	17236
OCNT-2311110-AA-004	21965	11132
OCNT-2309831-AA-004	14163.5	8934
OCNT-2312390-AA-004	62070	11502.5
OCNT-2308552-AA-004	7081.5	1970
OCNT-2311430-AA-004	12037.5	4148.5
OCNT-2310151-AA-004	45860.5	14010.5
OCNT-2312710-AA-004	87750.5	53951.5
OCNT-2308872-AA-004	95450	42439.5
OCNT-2311126-AA-004	1036.5	83.5
OCNT-2308568-AA-004	18654.5	10134
OCNT-2312406-AA-004	6151.5	1816
OCNT-2309847-AA-004	267064	185546.5
OCNT-2308888-AA-004	56727.5	5557.5
OCNT-2312726-AA-004	18854.5	6446
OCNT-2310167-AA-004	14376.5	4122
OCNT-2311446-AA-004	17399.5	7537.5
OCNT-2312422-AA-004	23450.5	15960
OCNT-2309863-AA-004	9690	4381.5
OCNT-2311142-AA-004	189267.5	108023
OCNT-2312742-AA-004	166415.5	112190
OCNT-2310183-AA-004	23649.5	10456
OCNT-2308904-AA-004	15958.5	6276
OCNT-2311462-AA-004	39389.5	10181
OCNT-2309879-AA-004	45142	14408
OCNT-2312438-AA-004	151541.5	54493.5
OCNT-2311158-AA-004	21962	5819.5
OCNT-2308600-AA-004	338874	188091.5
OCNT-2310199-AA-004	20694	5813
OCNT-2312758-AA-004	44865.5	25216
OCNT-2308920-AA-004	13712	2354.5
OCNT-2309895-AA-004	96383	74267.5
OCNT-2308616-AA-004	556196	330778
OCNT-2311174-AA-004	86825.5	54671
OCNT-2312454-AA-004	6968	1163
OCNT-2312774-AA-004	88319	34962.5
OCNT-2311494-AA-004	33598.5	18138
OCNT-2310215-AA-004	35070.5	11977
OCNT-2308936-AA-004	10222.5	6263
OCNT-2309911-AA-004	6928.5	1049
OCNT-2312470-AA-004	96498.5	59688.5
OCNT-2308632-AA-004	78272	24707
OCNT-2311190-AA-004	25445	7121.5
OCNT-2311510-AA-004	26809	8222
OCNT-2310231-AA-004	5466.5	1754.5
OCNT-2312790-AA-004	125341	56135.5
OCNT-2308952-AA-004	2461	3678.5
OCNT-2312486-AA-004	55320.5	21863
OCNT-2308648-AA-004	20045.5	10659
OCNT-2309927-AA-004	128331	12010
OCNT-2311206-AA-004	25298.5	11869
OCNT-2311526-AA-004	7446.5	2156
OCNT-2308968-AA-004	145657	79349.5
OCNT-2310247-AA-004	7462.5	1521
OCNT-2312806-AA-004	37222	14636
OCNT-2308664-AA-004	17689	3608
OCNT-2311222-AA-004	15657	5638.5
OCNT-2309943-AA-004	46077.5	13710.5
OCNT-2312502-AA-004	137330	115533.5
OCNT-2310263-AA-004	20054	3940.5
OCNT-2311542-AA-004	13210.5	4119
OCNT-2312822-AA-004	30228.5	8524
OCNT-2308984-AA-004	3587	908
OCNT-2312518-AA-004	3088.5	553
OCNT-2311238-AA-004	14078	3533
OCNT-2309959-AA-004	82703.5	32984.5
OCNT-2308680-AA-004	42184.5	18436
OCNT-2309000-AA-004	80766	64753.5
OCNT-2311558-AA-004	27644	8200.5
OCNT-2312838-AA-004	29235	21917.5
OCNT-2310279-AA-004	32593.5	4417.5
OCNT-2312534-AA-004	23342.5	19891.5
OCNT-2311254-AA-004	9849.5	2535.5
OCNT-2308696-AA-004	224730	186967
OCNT-2309975-AA-004	201	28.5
OCNT-2309016-AA-004	130756	93496.5
OCNT-2310295-AA-004	4989	649
OCNT-2311574-AA-004	14779.5	6907.5
OCNT-2312854-AA-004	9676.5	4276
OCNT-2312550-AA-004	9099	2232
OCNT-2311270-AA-004	331433	225454
OCNT-2309991-AA-004	77212	22381
OCNT-2308712-AA-004	16252.5	9705.5
OCNT-2309032-AA-004	10439	2543
OCNT-2310311-AA-004	6715.5	1648.5
OCNT-2311590-AA-004	498034	315174
OCNT-2312870-AA-004	46078	21390.5
OCNT-2308728-AA-004	929	60
OCNT-2311286-AA-004	6374.5	3247.5
OCNT-2310007-AA-004	29872	25739
OCNT-2312566-AA-004	15121	2977.5
OCNT-2310327-AA-004	271926.5	176565
OCNT-2311606-AA-004	45701.5	31581
OCNT-2312886-AA-004	429000.5	217126
OCNT-2309048-AA-004	98945.5	24074.5
OCNT-2310023-AA-004	84813	61476.5
OCNT-2308744-AA-004	55449	17702
OCNT-2311302-AA-004	16620	7426.5
OCNT-2312582-AA-004	8115.5	1505
OCNT-2308727-AA-004	109155.5	56498.5
OCNT-2308823-AA-004	434965.5	195742.5
OCNT-2309205-AA-004	47314	16472.5
OCNT-2312902-AA-004	2051.5	557.5
OCNT-2309064-AA-004	9263.5	3717
OCNT-2311622-AA-004	24755	4246
OCNT-2310343-AA-004	198383	127517.5
OCNT-2312598-AA-004	27888.5	5553.5
OCNT-2310039-AA-004	17392.5	3063.5
OCNT-2308760-AA-004	6375.5	2199
OCNT-2311318-AA-004	8898	4252
OCNT-2310359-AA-004	10057	4036.5
OCNT-2309080-AA-004	28794.5	9929
OCNT-2311638-AA-004	49267.5	21256
OCNT-2312918-AA-004	120673.5	54783
OCNT-2311334-AA-004	133825	19672.5
OCNT-2310055-AA-004	1797.5	184.5
OCNT-2312614-AA-004	98662	42181.5
OCNT-2308776-AA-004	25368	7673
OCNT-2310375-AA-004	125325	21292.5
OCNT-2311654-AA-004	34633	11906.5
OCNT-2309096-AA-004	77127	25173.5
OCNT-2312934-AA-004	33915.5	4152.5
OCNT-2312310-AA-004	55511	11857
OCNT-2309751-AA-004	26346	12132.5
OCNT-2311030-AA-004	107265	56411
OCNT-2308472-AA-004	33070	14249.5
OCNT-2308792-AA-004	273394	67031
OCNT-2312630-AA-004	79837	24272
OCNT-2311350-AA-004	192500	36028.5
OCNT-2310071-AA-004	7952.5	1803.5
OCNT-2311046-AA-004	43971.5	19795
OCNT-2312326-AA-004	24693	11008.5
OCNT-2309767-AA-004	12859.5	5381.5
OCNT-2312646-AA-004	230952.5	185082.5
OCNT-2310087-AA-004	28977	2771
OCNT-2311366-AA-004	151926.5	66398
OCNT-2308808-AA-004	245838	149266
OCNT-2311062-AA-004	14734.5	4892.5
OCNT-2312342-AA-004	24680	7463.5
OCNT-2308504-AA-004	287341	189189.5
OCNT-2309783-AA-004	20404.5	7428.5
OCNT-2313302-AA-004	12308.5	2085.5
OCNT-2309464-AA-004	45237	13574
OCNT-2312022-AA-004	28086	8948
OCNT-2310742-AA-004	40635.5	19134.5
OCNT-2311718-AA-004	29232	32448.5
OCNT-2312998-AA-004	71142	31575.5
OCNT-2310438-AA-004	10783.5	1688.5
OCNT-2309160-AA-004	54684.5	22700.5
OCNT-2313318-AA-004	54370	27092.5
OCNT-2310758-AA-004	33884	10841
OCNT-2312038-AA-004	6830	670
OCNT-2309480-AA-004	151545	47373.5
OCNT-2313014-AA-004	43082	13538.5
OCNT-2310454-AA-004	157328.5	85082.5
OCNT-2309176-AA-004	216088	125028
OCNT-2311734-AA-004	22078	6716.5
OCNT-2312054-AA-004	8599	2148.5
OCNT-2310774-AA-004	27784.5	14090
OCNT-2309496-AA-004	173736	164503.5
